,Product_Code,Week,Sales
140,141,0,27
141,142,0,23
142,143,0,31
143,144,0,9
144,145,0,10
145,146,0,7
146,147,0,10
147,148,0,3
148,149,0,11
149,150,0,4
150,151,0,3
151,152,0,11
152,153,0,22
153,154,0,12
154,155,0,5
155,156,0,1
156,157,0,12
157,158,0,8
158,159,0,2
159,160,0,9
160,161,0,5
161,162,0,13
162,163,0,6
163,164,0,9
164,165,0,9
165,166,0,7
166,167,0,33
167,168,0,34
168,169,0,38
169,170,0,29
170,171,0,6
171,172,0,32
172,173,0,34
173,174,0,37
174,175,0,30
175,176,0,38
176,177,0,25
177,178,0,35
178,179,0,44
179,180,0,40
180,181,0,32
181,182,0,42
182,183,0,25
183,184,0,30
184,185,0,32
185,186,0,36
186,187,0,31
187,188,0,33
188,189,0,32
189,190,0,54
190,191,0,48
191,192,0,24
192,193,0,36
193,194,0,35
194,195,0,4
195,196,0,43
196,197,0,6
197,198,0,7
198,199,0,4
199,200,0,18
200,201,0,1
201,202,0,10
202,203,0,9
203,204,0,1
204,205,0,11
205,206,0,1
206,207,0,2
207,208,0,30
208,209,0,12
209,210,0,16
210,211,0,15
211,212,0,0
212,213,0,0
213,214,0,0
214,215,0,0
215,216,0,0
216,217,0,0
217,218,0,0
218,219,0,0
219,220,0,0
220,221,0,0
221,222,0,0
222,223,0,0
223,224,0,0
224,225,0,0
225,226,0,0
226,227,0,1
227,228,0,0
228,229,0,0
229,230,0,0
230,231,0,0
231,232,0,0
232,233,0,0
233,234,0,0
234,235,0,0
235,236,0,0
236,237,0,0
237,238,0,0
238,239,0,0
239,240,0,0
240,241,0,0
241,242,0,0
242,243,0,0
243,244,0,0
244,245,0,2
245,246,0,0
246,247,0,1
247,248,0,0
248,249,0,0
249,250,0,0
250,251,0,0
251,252,0,0
252,253,0,0
253,254,0,0
254,255,0,1
255,256,0,0
256,257,0,0
257,258,0,0
258,259,0,0
259,260,0,0
260,261,0,20
261,262,0,25
262,263,0,18
263,264,0,8
264,265,0,0
265,266,0,6
266,267,0,8
267,268,0,18
268,269,0,7
269,270,0,26
270,271,0,3
271,272,0,0
272,273,0,0
273,274,0,0
274,275,0,0
275,276,0,0
276,277,0,0
277,278,0,0
278,279,0,0
279,280,0,0
280,281,0,1
281,282,0,0
282,283,0,0
283,284,0,26
284,285,0,11
285,286,0,17
286,287,0,0
287,288,0,1
288,289,0,0
289,290,0,0
290,291,0,2
291,292,0,2
292,293,0,6
293,294,0,9
294,295,0,3
295,296,0,7
296,297,0,3
297,298,0,5
298,299,0,10
299,300,0,6
300,301,0,7
301,302,0,4
302,303,0,3
303,304,0,7
304,305,0,8
305,306,0,4
306,307,0,4
307,308,0,7
308,309,0,9
309,310,0,5
310,311,0,8
311,312,0,3
312,313,0,10
313,314,0,6
314,315,0,5
315,316,0,4
316,317,0,2
317,318,0,3
318,319,0,5
319,320,0,2
320,321,0,3
321,322,0,4
322,323,0,3
323,324,0,11
324,325,0,7
325,326,0,3
326,327,0,2
327,328,0,4
328,329,0,2
329,330,0,4
330,331,0,7
331,332,0,10
332,333,0,9
333,334,0,11
334,335,0,6
335,336,0,2
336,337,0,3
337,338,0,2
338,339,0,0
339,340,0,0
340,341,0,5
341,342,0,3
342,343,0,0
343,344,0,1
344,345,0,2
345,346,0,0
346,347,0,1
347,348,0,1
348,349,0,0
349,350,0,0
350,351,0,0
351,352,0,0
352,354,0,0
353,355,0,0
354,356,0,4
355,357,0,3
356,358,0,1
357,359,0,3
358,360,0,0
359,361,0,6
360,362,0,1
361,363,0,2
362,364,0,10
363,365,0,6
364,366,0,2
365,367,0,0
366,368,0,0
367,369,0,3
368,370,0,6
369,371,0,2
370,372,0,1
371,373,0,0
372,374,0,1
373,375,0,1
374,376,0,0
375,377,0,1
376,378,0,0
377,379,0,0
378,380,0,0
379,381,0,0
380,382,0,0
381,383,0,0
382,384,0,1
383,386,0,0
384,387,0,5
385,388,0,5
386,389,0,2
387,390,0,4
388,391,0,0
389,392,0,3
390,393,0,1
391,394,0,1
392,395,0,1
393,396,0,0
394,397,0,10
395,398,0,14
396,399,0,17
397,400,0,20
398,401,0,3
399,402,0,1
400,403,0,12
401,404,0,11
402,405,0,23
403,406,0,6
404,407,0,22
405,408,0,7
406,409,0,42
407,410,0,6
408,411,0,16
409,412,0,4
410,413,0,4
411,414,0,2
412,415,0,2
413,416,0,1
414,417,0,0
415,418,0,0
416,419,0,0
417,420,0,0
418,421,0,0
419,422,0,1
420,423,0,0
421,424,0,0
422,425,0,0
423,426,0,0
424,427,0,0
425,428,0,0
426,429,0,16
427,430,0,13
428,431,0,3
429,432,0,6
430,433,0,2
431,434,0,2
432,435,0,21
433,436,0,14
434,437,0,7
435,438,0,1
436,439,0,1
437,440,0,1
438,441,0,0
439,442,0,0
440,443,0,0
441,444,0,0
442,445,0,0
443,446,0,0
444,447,0,0
445,448,0,0
446,449,0,0
447,450,0,1
448,451,0,1
449,452,0,0
450,453,0,0
451,454,0,0
452,455,0,0
453,456,0,0
454,457,0,0
455,458,0,0
456,459,0,0
457,460,0,1
458,461,0,0
459,462,0,0
460,463,0,0
461,464,0,0
462,465,0,0
463,466,0,0
464,467,0,0
465,468,0,0
466,469,0,0
467,470,0,0
468,471,0,0
469,472,0,0
470,473,0,0
471,474,0,0
472,475,0,3
473,476,0,1
474,477,0,1
475,478,0,1
476,479,0,0
477,480,0,0
478,481,0,1
479,482,0,0
480,483,0,0
481,484,0,3
482,485,0,15
483,486,0,16
484,487,0,7
485,488,0,10
486,489,0,5
487,490,0,6
488,491,0,19
489,492,0,9
490,493,0,9
491,494,0,6
492,495,0,16
493,496,0,5
494,497,0,5
495,498,0,4
496,499,0,11
497,500,0,8
498,501,0,4
499,502,0,11
500,503,0,13
501,504,0,10
502,505,0,23
503,506,0,23
504,507,0,11
505,508,0,9
506,509,0,9
507,510,0,9
508,511,0,25
509,512,0,17
510,513,0,22
511,514,0,7
512,515,0,10
513,516,0,24
514,517,0,15
515,518,0,15
516,519,0,30
517,520,0,9
518,521,0,8
519,522,0,12
520,523,0,8
521,524,0,14
522,525,0,15
523,526,0,9
524,527,0,7
525,528,0,9
526,529,0,13
527,530,0,20
528,531,0,4
529,532,0,15
530,533,0,28
531,534,0,6
532,535,0,15
533,536,0,14
534,537,0,20
535,538,0,7
536,539,0,9
537,540,0,23
538,541,0,11
539,542,0,12
540,543,0,9
541,544,0,15
542,545,0,13
543,546,0,10
544,547,0,9
545,548,0,32
546,549,0,35
547,550,0,11
548,551,0,5
549,552,0,15
550,553,0,2
551,554,0,24
552,555,0,10
553,556,0,15
554,557,0,28
555,558,0,15
556,559,0,11
557,560,0,9
558,561,0,6
559,562,0,6
560,563,0,5
561,564,0,13
562,565,0,4
563,566,0,24
564,567,0,3
565,568,0,4
566,569,0,1
567,570,0,2
568,571,0,4
569,572,0,2
570,573,0,1
571,574,0,0
572,575,0,0
573,576,0,0
574,577,0,1
575,578,0,1
576,579,0,0
577,580,0,1
578,581,0,2
579,582,0,3
580,583,0,2
581,584,0,2
582,585,0,1
583,586,0,7
584,587,0,4
585,588,0,5
586,589,0,0
587,590,0,3
588,591,0,2
589,592,0,2
590,593,0,4
591,594,0,1
592,595,0,1
593,596,0,2
594,597,0,1
595,598,0,10
596,599,0,2
597,600,0,0
598,601,0,0
599,602,0,0
600,603,0,0
601,604,0,0
602,605,0,1
603,606,0,1
604,607,0,0
605,608,0,1
606,609,0,0
607,610,0,6
608,611,0,3
609,612,0,14
610,613,0,18
611,614,0,4
612,615,0,17
613,616,0,6
614,617,0,36
615,618,0,40
616,619,0,38
617,620,0,31
618,621,0,31
619,622,0,29
620,623,0,38
621,624,0,5
622,625,0,11
623,626,0,10
624,627,0,12
625,628,0,7
626,629,0,10
627,630,0,11
628,631,0,8
629,632,0,13
630,633,0,5
631,634,0,6
632,635,0,14
633,636,0,6
634,637,0,2
635,638,0,15
636,639,0,0
637,640,0,14
638,641,0,0
639,642,0,5
640,643,0,0
641,644,0,0
642,646,0,0
643,647,0,0
644,649,0,0
645,650,0,0
646,651,0,0
647,652,0,0
648,653,0,0
649,654,0,0
650,655,0,0
651,656,0,0
652,657,0,0
653,658,0,0
654,659,0,0
655,660,0,0
656,661,0,0
657,662,0,0
658,663,0,0
659,664,0,0
660,665,0,0
661,666,0,1
662,667,0,1
663,668,0,1
664,669,0,0
665,670,0,0
666,671,0,1
667,672,0,0
668,673,0,1
669,674,0,4
670,675,0,2
671,676,0,1
672,677,0,0
673,678,0,0
674,679,0,1
675,680,0,0
676,681,0,0
677,682,0,0
678,683,0,0
679,684,0,0
680,685,0,0
681,686,0,2
682,687,0,1
683,688,0,0
684,689,0,0
685,690,0,0
686,691,0,0
687,692,0,0
688,693,0,2
689,694,0,0
690,695,0,0
691,696,0,0
692,697,0,0
693,698,0,2
694,699,0,0
695,700,0,1
696,701,0,5
697,702,0,3
698,703,0,2
699,704,0,0
700,705,0,1
701,706,0,0
702,707,0,1
703,708,0,0
704,711,0,0
705,712,0,0
706,713,0,0
707,714,0,0
708,715,0,0
709,716,0,1
710,717,0,0
711,718,0,0
712,719,0,0
713,720,0,0
714,721,0,0
715,722,0,0
716,724,0,0
717,726,0,0
718,727,0,2
719,728,0,1
720,729,0,0
721,730,0,0
722,731,0,0
723,732,0,0
724,733,0,0
725,734,0,1
726,735,0,0
727,736,0,1
728,737,0,0
729,738,0,0
730,739,0,0
731,740,0,0
732,741,0,0
733,742,0,0
734,743,0,1
735,744,0,0
736,745,0,2
737,746,0,1
738,747,0,1
739,748,0,0
740,749,0,1
741,750,0,0
742,751,0,0
743,752,0,4
744,753,0,1
745,754,0,0
746,755,0,0
747,756,0,0
748,757,0,0
749,758,0,0
750,759,0,0
751,760,0,0
752,761,0,0
753,762,0,2
754,763,0,0
755,764,0,1
756,765,0,0
757,766,0,0
758,767,0,0
759,768,0,0
760,769,0,0
761,770,0,2
762,771,0,0
763,772,0,0
764,773,0,0
765,774,0,0
766,775,0,0
767,776,0,0
768,777,0,0
769,778,0,0
770,779,0,0
771,780,0,0
772,781,0,9
773,782,0,5
774,783,0,15
775,784,0,3
776,785,0,3
777,786,0,1
778,787,0,1
779,788,0,4
780,789,0,2
781,790,0,3
782,791,0,4
783,792,0,0
784,793,0,0
785,794,0,0
786,795,0,0
787,796,0,2
788,797,0,2
789,798,0,6
790,799,0,3
791,800,0,3
792,801,0,3
793,802,0,1
794,803,0,3
795,804,0,2
796,805,0,0
797,806,0,4
798,807,0,0
799,808,0,0
800,809,0,0
801,810,0,0
802,811,0,5
803,812,0,3
804,813,0,1
805,814,0,4
806,815,0,0
807,816,0,0
808,817,0,1
809,818,0,0
810,819,0,0
811,1,1,12
812,2,1,6
813,3,1,11
814,4,1,8
815,5,1,5
816,6,1,3
817,7,1,8
818,8,1,6
819,9,1,9
820,10,1,19
821,11,1,7
822,12,1,4
823,13,1,10
824,14,1,12
825,15,1,45
826,16,1,27
827,17,1,40
828,18,1,38
829,19,1,31
830,20,1,17
831,21,1,5
832,22,1,14
833,23,1,5
834,24,1,42
835,25,1,28
836,26,1,14
837,27,1,34
838,28,1,32
839,29,1,10
840,30,1,36
841,31,1,17
842,32,1,13
843,33,1,12
844,34,1,42
845,35,1,37
846,36,1,32
847,37,1,39
848,38,1,36
849,39,1,21
850,40,1,27
851,41,1,27
852,42,1,27
853,43,1,43
854,44,1,27
855,45,1,29
856,46,1,46
857,47,1,42
858,48,1,51
859,49,1,28
860,50,1,3
861,51,1,14
862,52,1,44
863,53,1,5
864,54,1,42
865,55,1,30
866,56,1,28
867,57,1,26
868,58,1,34
869,59,1,13
870,60,1,41
871,61,1,30
872,62,1,27
873,63,1,39
874,64,1,37
875,65,1,10
876,66,1,41
877,67,1,30
878,68,1,11
879,69,1,43
880,70,1,39
881,71,1,11
882,72,1,34
883,73,1,30
884,74,1,9
885,75,1,45
886,76,1,34
887,77,1,7
888,78,1,40
889,79,1,34
890,80,1,29
891,81,1,6
892,82,1,12
893,83,1,40
894,84,1,26
895,85,1,34
896,86,1,33
897,87,1,38
898,88,1,28
899,89,1,26
900,90,1,34
901,91,1,11
902,92,1,36
903,93,1,9
904,94,1,9
905,95,1,15
906,96,1,35
907,97,1,37
908,98,1,2
909,99,1,11
910,100,1,6
911,101,1,51
912,102,1,41
913,103,1,5
914,104,1,4
915,105,1,3
916,106,1,10
917,107,1,19
918,108,1,2
919,109,1,8
920,110,1,12
921,111,1,4
922,112,1,36
923,113,1,26
924,114,1,6
925,115,1,9
926,116,1,7
927,117,1,2
928,118,1,13
929,119,1,40
930,120,1,35
931,121,1,10
932,122,1,10
933,123,1,5
934,124,1,6
935,125,1,9
936,126,1,8
937,127,1,0
938,128,1,43
939,129,1,36
940,130,1,53
941,131,1,32
942,132,1,36
943,133,1,48
944,134,1,41
945,135,1,32
946,136,1,37
947,137,1,41
948,138,1,44
949,139,1,36
950,140,1,36
951,141,1,45
952,142,1,29
953,143,1,35
954,144,1,13
955,145,1,12
956,146,1,13
957,147,1,4
958,148,1,2
959,149,1,9
960,150,1,3
961,151,1,7
962,152,1,10
963,153,1,9
964,154,1,14
965,155,1,7
966,156,1,4
967,157,1,8
968,158,1,3
969,159,1,2
970,160,1,8
971,161,1,6
972,162,1,9
973,163,1,5
974,164,1,5
975,165,1,13
976,166,1,10
977,167,1,45
978,168,1,29
979,169,1,31
980,170,1,37
981,171,1,7
982,172,1,48
983,173,1,25
984,174,1,42
985,175,1,40
986,176,1,44
987,177,1,38
988,178,1,34
989,179,1,43
990,180,1,38
991,181,1,44
992,182,1,28
993,183,1,37
994,184,1,37
995,185,1,28
996,186,1,34
997,187,1,38
998,188,1,34
999,189,1,34
1000,190,1,41
1001,191,1,36
1002,192,1,33
1003,193,1,22
1004,194,1,37
1005,195,1,4
1006,196,1,34
1007,197,1,8
1008,198,1,19
1009,199,1,1
1010,200,1,14
1011,201,1,3
1012,202,1,10
1013,203,1,7
1014,204,1,2
1015,205,1,7
1016,206,1,0
1017,207,1,5
1018,208,1,26
1019,209,1,6
1020,210,1,12
1021,211,1,12
1022,212,1,0
1023,213,1,0
1024,214,1,0
1025,215,1,0
1026,216,1,0
1027,217,1,0
1028,218,1,0
1029,219,1,0
1030,220,1,0
1031,221,1,0
1032,222,1,0
1033,223,1,0
1034,224,1,0
1035,225,1,0
1036,226,1,0
1037,227,1,0
1038,228,1,0
1039,229,1,0
1040,230,1,0
1041,231,1,0
1042,232,1,0
1043,233,1,0
1044,234,1,0
1045,235,1,0
1046,236,1,0
1047,237,1,0
1048,238,1,0
1049,239,1,0
1050,240,1,0
1051,241,1,0
1052,242,1,0
1053,243,1,0
1054,244,1,0
1055,245,1,0
1056,246,1,0
1057,247,1,1
1058,248,1,0
1059,249,1,0
1060,250,1,0
1061,251,1,0
1062,252,1,0
1063,253,1,0
1064,254,1,0
1065,255,1,0
1066,256,1,0
1067,257,1,0
1068,258,1,0
1069,259,1,0
1070,260,1,0
1071,261,1,36
1072,262,1,31
1073,263,1,12
1074,264,1,16
1075,265,1,1
1076,266,1,8
1077,267,1,14
1078,268,1,18
1079,269,1,11
1080,270,1,16
1081,271,1,3
1082,272,1,0
1083,273,1,0
1084,274,1,0
1085,275,1,1
1086,276,1,0
1087,277,1,0
1088,278,1,0
1089,279,1,0
1090,280,1,1
1091,281,1,0
1092,282,1,0
1093,283,1,0
1094,284,1,17
1095,285,1,12
1096,286,1,19
1097,287,1,0
1098,288,1,1
1099,289,1,1
1100,290,1,0
1101,291,1,2
1102,292,1,7
1103,293,1,3
1104,294,1,13
1105,295,1,6
1106,296,1,5
1107,297,1,4
1108,298,1,7
1109,299,1,8
1110,300,1,7
1111,301,1,1
1112,302,1,2
1113,303,1,5
1114,304,1,6
1115,305,1,7
1116,306,1,2
1117,307,1,5
1118,308,1,3
1119,309,1,5
1120,310,1,4
1121,311,1,6
1122,312,1,2
1123,313,1,1
1124,314,1,17
1125,315,1,7
1126,316,1,5
1127,317,1,3
1128,318,1,5
1129,319,1,4
1130,320,1,5
1131,321,1,6
1132,322,1,5
1133,323,1,7
1134,324,1,11
1135,325,1,6
1136,326,1,11
1137,327,1,5
1138,328,1,6
1139,329,1,6
1140,330,1,4
1141,331,1,6
1142,332,1,14
1143,333,1,9
1144,334,1,13
1145,335,1,4
1146,336,1,3
1147,337,1,6
1148,338,1,2
1149,339,1,0
1150,340,1,0
1151,341,1,1
1152,342,1,2
1153,343,1,0
1154,344,1,2
1155,345,1,3
1156,346,1,0
1157,347,1,0
1158,348,1,0
1159,349,1,0
1160,350,1,0
1161,351,1,0
1162,352,1,0
1163,354,1,0
1164,355,1,0
1165,356,1,6
1166,357,1,1
1167,358,1,1
1168,359,1,5
1169,360,1,1
1170,361,1,3
1171,362,1,0
1172,363,1,1
1173,364,1,18
1174,365,1,5
1175,366,1,2
1176,367,1,2
1177,368,1,5
1178,369,1,2
1179,370,1,2
1180,371,1,4
1181,372,1,2
1182,373,1,3
1183,374,1,1
1184,375,1,0
1185,376,1,0
1186,377,1,0
1187,378,1,0
1188,379,1,1
1189,380,1,0
1190,381,1,0
1191,382,1,0
1192,383,1,0
1193,384,1,0
1194,386,1,0
1195,387,1,3
1196,388,1,2
1197,389,1,3
1198,390,1,4
1199,391,1,1
1200,392,1,3
1201,393,1,0
1202,394,1,4
1203,395,1,1
1204,396,1,1
1205,397,1,7
1206,398,1,12
1207,399,1,11
1208,400,1,11
1209,401,1,5
1210,402,1,0
1211,403,1,8
1212,404,1,8
1213,405,1,12
1214,406,1,12
1215,407,1,23
1216,408,1,10
1217,409,1,48
1218,410,1,13
1219,411,1,17
1220,412,1,2
1221,413,1,6
1222,414,1,2
1223,415,1,4
1224,416,1,1
1225,417,1,0
1226,418,1,0
1227,419,1,0
1228,420,1,0
1229,421,1,0
1230,422,1,1
1231,423,1,0
1232,424,1,0
1233,425,1,0
1234,426,1,0
1235,427,1,0
1236,428,1,0
1237,429,1,9
1238,430,1,8
1239,431,1,6
1240,432,1,7
1241,433,1,4
1242,434,1,0
1243,435,1,16
1244,436,1,5
1245,437,1,4
1246,438,1,1
1247,439,1,0
1248,440,1,0
1249,441,1,0
1250,442,1,0
1251,443,1,1
1252,444,1,0
1253,445,1,0
1254,446,1,1
1255,447,1,0
1256,448,1,2
1257,449,1,0
1258,450,1,0
1259,451,1,0
1260,452,1,0
1261,453,1,0
1262,454,1,0
1263,455,1,0
1264,456,1,0
1265,457,1,0
1266,458,1,0
1267,459,1,1
1268,460,1,0
1269,461,1,0
1270,462,1,0
1271,463,1,0
1272,464,1,0
1273,465,1,0
1274,466,1,0
1275,467,1,0
1276,468,1,0
1277,469,1,0
1278,470,1,0
1279,471,1,0
1280,472,1,0
1281,473,1,0
1282,474,1,0
1283,475,1,5
1284,476,1,0
1285,477,1,0
1286,478,1,0
1287,479,1,3
1288,480,1,0
1289,481,1,2
1290,482,1,0
1291,483,1,0
1292,484,1,5
1293,485,1,9
1294,486,1,30
1295,487,1,10
1296,488,1,11
1297,489,1,8
1298,490,1,7
1299,491,1,20
1300,492,1,14
1301,493,1,9
1302,494,1,13
1303,495,1,15
1304,496,1,3
1305,497,1,4
1306,498,1,4
1307,499,1,13
1308,500,1,8
1309,501,1,5
1310,502,1,15
1311,503,1,19
1312,504,1,13
1313,505,1,4
1314,506,1,16
1315,507,1,27
1316,508,1,10
1317,509,1,5
1318,510,1,4
1319,511,1,23
1320,512,1,17
1321,513,1,23
1322,514,1,14
1323,515,1,15
1324,516,1,18
1325,517,1,15
1326,518,1,6
1327,519,1,26
1328,520,1,12
1329,521,1,14
1330,522,1,15
1331,523,1,14
1332,524,1,9
1333,525,1,12
1334,526,1,13
1335,527,1,18
1336,528,1,9
1337,529,1,17
1338,530,1,11
1339,531,1,8
1340,532,1,5
1341,533,1,33
1342,534,1,10
1343,535,1,26
1344,536,1,9
1345,537,1,16
1346,538,1,7
1347,539,1,10
1348,540,1,19
1349,541,1,17
1350,542,1,14
1351,543,1,6
1352,544,1,10
1353,545,1,13
1354,546,1,14
1355,547,1,6
1356,548,1,28
1357,549,1,29
1358,550,1,10
1359,551,1,8
1360,552,1,9
1361,553,1,2
1362,554,1,15
1363,555,1,16
1364,556,1,11
1365,557,1,23
1366,558,1,10
1367,559,1,13
1368,560,1,9
1369,561,1,5
1370,562,1,5
1371,563,1,19
1372,564,1,4
1373,565,1,7
1374,566,1,26
1375,567,1,7
1376,568,1,2
1377,569,1,3
1378,570,1,2
1379,571,1,3
1380,572,1,0
1381,573,1,2
1382,574,1,1
1383,575,1,0
1384,576,1,0
1385,577,1,1
1386,578,1,0
1387,579,1,0
1388,580,1,5
1389,581,1,2
1390,582,1,4
1391,583,1,1
1392,584,1,3
1393,585,1,0
1394,586,1,2
1395,587,1,4
1396,588,1,2
1397,589,1,1
1398,590,1,4
1399,591,1,2
1400,592,1,0
1401,593,1,5
1402,594,1,2
1403,595,1,2
1404,596,1,3
1405,597,1,2
1406,598,1,6
1407,599,1,1
1408,600,1,1
1409,601,1,0
1410,602,1,0
1411,603,1,1
1412,604,1,0
1413,605,1,3
1414,606,1,1
1415,607,1,1
1416,608,1,1
1417,609,1,0
1418,610,1,3
1419,611,1,1
1420,612,1,11
1421,613,1,26
1422,614,1,4
1423,615,1,16
1424,616,1,6
1425,617,1,33
1426,618,1,35
1427,619,1,31
1428,620,1,27
1429,621,1,33
1430,622,1,33
1431,623,1,27
1432,624,1,10
1433,625,1,6
1434,626,1,6
1435,627,1,11
1436,628,1,6
1437,629,1,9
1438,630,1,11
1439,631,1,4
1440,632,1,11
1441,633,1,7
1442,634,1,8
1443,635,1,8
1444,636,1,15
1445,637,1,4
1446,638,1,7
1447,639,1,1
1448,640,1,20
1449,641,1,5
1450,642,1,3
1451,643,1,0
1452,644,1,0
1453,646,1,0
1454,647,1,0
1455,649,1,0
1456,650,1,0
1457,651,1,0
1458,652,1,0
1459,653,1,0
1460,654,1,0
1461,655,1,1
1462,656,1,0
1463,657,1,0
1464,658,1,0
1465,659,1,0
1466,660,1,0
1467,661,1,0
1468,662,1,0
1469,663,1,0
1470,664,1,0
1471,665,1,0
1472,666,1,0
1473,667,1,0
1474,668,1,0
1475,669,1,0
1476,670,1,0
1477,671,1,0
1478,672,1,0
1479,673,1,3
1480,674,1,4
1481,675,1,1
1482,676,1,1
1483,677,1,1
1484,678,1,0
1485,679,1,0
1486,680,1,0
1487,681,1,1
1488,682,1,0
1489,683,1,0
1490,684,1,0
1491,685,1,0
1492,686,1,4
1493,687,1,0
1494,688,1,0
1495,689,1,0
1496,690,1,0
1497,691,1,0
1498,692,1,2
1499,693,1,3
1500,694,1,0
1501,695,1,0
1502,696,1,0
1503,697,1,0
1504,698,1,2
1505,699,1,0
1506,700,1,0
1507,701,1,3
1508,702,1,1
1509,703,1,3
1510,704,1,0
1511,705,1,3
1512,706,1,0
1513,707,1,0
1514,708,1,1
1515,711,1,0
1516,712,1,0
1517,713,1,2
1518,714,1,0
1519,715,1,0
1520,716,1,0
1521,717,1,0
1522,718,1,2
1523,719,1,0
1524,720,1,0
1525,721,1,0
1526,722,1,0
1527,724,1,0
1528,726,1,1
1529,727,1,0
1530,728,1,0
1531,729,1,0
1532,730,1,1
1533,731,1,0
1534,732,1,1
1535,733,1,0
1536,734,1,0
1537,735,1,0
1538,736,1,1
1539,737,1,0
1540,738,1,0
1541,739,1,0
1542,740,1,0
1543,741,1,0
1544,742,1,0
1545,743,1,1
1546,744,1,0
1547,745,1,10
1548,746,1,0
1549,747,1,1
1550,748,1,1
1551,749,1,0
1552,750,1,0
1553,751,1,2
1554,752,1,0
1555,753,1,0
1556,754,1,0
1557,755,1,0
1558,756,1,0
1559,757,1,0
1560,758,1,0
1561,759,1,0
1562,760,1,0
1563,761,1,0
1564,762,1,3
1565,763,1,0
1566,764,1,2
1567,765,1,0
1568,766,1,1
1569,767,1,0
1570,768,1,0
1571,769,1,0
1572,770,1,0
1573,771,1,0
1574,772,1,0
1575,773,1,0
1576,774,1,0
1577,775,1,0
1578,776,1,0
1579,777,1,0
1580,778,1,0
1581,779,1,0
1582,780,1,0
1583,781,1,13
1584,782,1,7
1585,783,1,12
1586,784,1,1
1587,785,1,1
1588,786,1,2
1589,787,1,0
1590,788,1,3
1591,789,1,1
1592,790,1,1
1593,791,1,3
1594,792,1,1
1595,793,1,1
1596,794,1,0
1597,795,1,0
1598,796,1,5
1599,797,1,3
1600,798,1,0
1601,799,1,3
1602,800,1,2
1603,801,1,2
1604,802,1,1
1605,803,1,2
1606,804,1,2
1607,805,1,6
1608,806,1,5
1609,807,1,0
1610,808,1,3
1611,809,1,1
1612,810,1,0
1613,811,1,1
1614,812,1,2
1615,813,1,1
1616,814,1,2
1617,815,1,0
1618,816,1,1
1619,817,1,0
1620,818,1,0
1621,819,1,1
1622,1,2,10
1623,2,2,3
1624,3,2,8
1625,4,2,13
1626,5,2,13
1627,6,2,2
1628,7,2,3
1629,8,2,10
1630,9,2,10
1631,10,2,19
1632,11,2,15
1633,12,2,1
1634,13,2,9
1635,14,2,9
1636,15,2,47
1637,16,2,27
1638,17,2,40
1639,18,2,39
1640,19,2,45
1641,20,2,11
1642,21,2,9
1643,22,2,8
1644,23,2,4
1645,24,2,27
1646,25,2,33
1647,26,2,9
1648,27,2,33
1649,28,2,36
1650,29,2,12
1651,30,2,45
1652,31,2,6
1653,32,2,10
1654,33,2,11
1655,34,2,24
1656,35,2,26
1657,36,2,39
1658,37,2,43
1659,38,2,43
1660,39,2,28
1661,40,2,27
1662,41,2,26
